id,tier,categoria,slug,parte,complementar,grupo,arquivo_pronto,arquivo_original,resumo_curadoria,texto_ocr,tags,metricas_detectadas,telefones_borrados,frente_produto_sugerida,uso_sugerido,notas
DEP-046,gallery,comunidade,davi-da-cadis-agradece-conversa-e-aprend,,,,depoimentos-2026-ready/gallery/gallery_comunidade_davi-da-cadis-agradece-conversa-e-aprend.png,IMG_6363.PNG,Davi da CADIS agradece conversa e aprendizado com Rômulo.,"Fala Rômulo; aqui é 0 Davi da
CADIS, tudo certo?
Passando aqui pra agradecer
pelo
nosso tempo de conversa agora, foi
tempo de bastante aprendizado!
um
Vamos manter esse contato!","networking, agradecimento, profissionalismo",,0,,,
DEP-047,gallery,comunidade,gente-so-facam,1,,,depoimentos-2026-ready/gallery/gallery_comunidade_gente-so-facam_parte-1.png,IMG_2878.PNG,"André Neto: “Gente, só façam!” — empresários dizem “é exatamente isso que eu preciso”.","Comunidade Pódium:.
82
COMUNIDADE
PÓDIUM
Boraa","prova social, validação de mercado, entusiasmo",,0,,,
DEP-048,gallery,comunidade,gente-so-facam,2,,,depoimentos-2026-ready/gallery/gallery_comunidade_gente-so-facam_parte-2.png,IMG_2878.PNG,"André Neto: “Gente, só façam!” — empresários dizem “é exatamente isso que eu preciso”.","André Neto.
Isso que nem fiz cold call baseado
nessa nova entrega
Gente, só façam! É bom demais ver","prova social, validação de mercado, entusiasmo",cold_call,0,,,
DEP-049,gallery,comunidade,gente-so-facam,3,,,depoimentos-2026-ready/gallery/gallery_comunidade_gente-so-facam_parte-3.png,IMG_2878.PNG,"André Neto: “Gente, só façam!” — empresários dizem “é exatamente isso que eu preciso”.",,"prova social, validação de mercado, entusiasmo",,0,,,
DEP-050,gallery,comunidade,gente-so-facam,4,,,depoimentos-2026-ready/gallery/gallery_comunidade_gente-so-facam_parte-4.png,IMG_2878.PNG,"André Neto: “Gente, só façam!” — empresários dizem “é exatamente isso que eu preciso”.","empresários dizendo: É EXATAMENTE ISS
QUE EU PRECISO","prova social, validação de mercado, entusiasmo",,0,,,
DEP-051,gallery,comunidade,guilherme-alves-elogia-argumento-do-grup,1,,,depoimentos-2026-ready/gallery/gallery_comunidade_guilherme-alves-elogia-argumento-do-grup_parte-1.png,IMG_2854.PNG,Guilherme Alves elogia argumento do grupo e chama a comunidade de “mina de ouro”.,"Guilherme Alves
U7
'
Anderson Salema
Ue
C(077
Mensagem de voz (2:13)
Caraca que argumento bom
19.45
Esse grupo aqui é uma mina de
ouro
19.45
Valeu senhores!!
19.45
Após a Call amanhã trago as
atualizações.","comunidade, valor, entusiasmo, networking",,0,,,
DEP-052,gallery,comunidade,guilherme-alves-elogia-argumento-do-grup,2,,,depoimentos-2026-ready/gallery/gallery_comunidade_guilherme-alves-elogia-argumento-do-grup_parte-2.png,IMG_2854.PNG,Guilherme Alves elogia argumento do grupo e chama a comunidade de “mina de ouro”.,"~Anderson Salema
Gideão
19.46","comunidade, valor, entusiasmo, networking",,0,,,
DEP-053,gallery,comunidade,humorada-que-o-bordao-do-romulo-nao-sai,,,,depoimentos-2026-ready/gallery/gallery_comunidade_humorada-que-o-bordao-do-romulo-nao-sai.png,IMG_7225.PNG,Afonso comenta de forma bem-humorada que o bordão do Rômulo não sai da cabeça.,"Afonso
Rapaz nao sai da minha 0 bordão
do Rômulo kkk
Sou Rômulo de BH kk","humor, brand-recall, engajamento, personalidade",,1,,,
DEP-054,gallery,comunidade,mayara-curitiba-cumprimenta-o-grupo-e-di,,,,depoimentos-2026-ready/gallery/gallery_comunidade_mayara-curitiba-cumprimenta-o-grupo-e-di.png,IMG_2431.PNG,Mayara (Curitiba) cumprimenta o grupo e diz que está adorando a comunidade.,"Mayara RP
Boa tarde pessoall! Mayara aqui de
Curitiba, tudo bem? kkk
Que massa esse grupo!! Estou
adorando a comunidade","comunidade, entusiasmo, apresentação",,1,,,
DEP-055,gallery,comunidade,mensagens-de-aniversario-com-gratidao-pe,1,,,depoimentos-2026-ready/gallery/gallery_comunidade_mensagens-de-aniversario-com-gratidao-pe_parte-1.png,52A4F228-33F2-438C-BCBF-8513EFE55C07.PNG,"Mensagens de aniversário com gratidão pelo conhecimento compartilhado (Cris, Bruno, Thiago…).","Comunidade Pódium: C..
164
COMUNIDADE
PODIUM
20 online
Cris
Parabéns @Rômulo Freitas ! Que
Deus abençoe e multiplique as
bençãos em sua vida; da mesma
forma que você abençoa quando
compartilha seu conhecimento
Aproveite seu dia ao lado das
pessoas amadas, afinal; isso é
que verdadeiramente importa","aniversário, gratidão, comunidade, conhecimento",,1,,,
DEP-056,gallery,comunidade,mensagens-de-aniversario-com-gratidao-pe,2,,,depoimentos-2026-ready/gallery/gallery_comunidade_mensagens-de-aniversario-com-gratidao-pe_parte-2.png,52A4F228-33F2-438C-BCBF-8513EFE55C07.PNG,"Mensagens de aniversário com gratidão pelo conhecimento compartilhado (Cris, Bruno, Thiago…).","Bruno Henr
Parabéns Romulo; tudo de melhor
em sua vida! Deus abençoe!
Obrigado por tanto.","aniversário, gratidão, comunidade, conhecimento",,1,,,
DEP-057,gallery,comunidade,mensagens-de-aniversario-com-gratidao-pe,3,,,depoimentos-2026-ready/gallery/gallery_comunidade_mensagens-de-aniversario-com-gratidao-pe_parte-3.png,52A4F228-33F2-438C-BCBF-8513EFE55C07.PNG,"Mensagens de aniversário com gratidão pelo conhecimento compartilhado (Cris, Bruno, Thiago…).","Thiago Rosa
Parabénss
Rômulo Freitas!
Muitos anos de luz em sua vida e
que ela seja muito próspera em
tudo que for tocar, aproveita seu
dia !!","aniversário, gratidão, comunidade, conhecimento",,0,,,
DEP-058,gallery,comunidade,mensagens-de-aniversario-com-gratidao-pe,4,,,depoimentos-2026-ready/gallery/gallery_comunidade_mensagens-de-aniversario-com-gratidao-pe_parte-4.png,52A4F228-33F2-438C-BCBF-8513EFE55C07.PNG,"Mensagens de aniversário com gratidão pelo conhecimento compartilhado (Cris, Bruno, Thiago…).","Mike Oliv
Rômulo Freltas parapens
Rômulo; tudo de bom na tua vida!!","aniversário, gratidão, comunidade, conhecimento",,1,,,
DEP-059,gallery,comunidade,notificacao-de-que-metaforando-e-outras,,,,depoimentos-2026-ready/gallery/gallery_comunidade_notificacao-de-que-metaforando-e-outras.png,IMG_6017.PNG,Notificação de que Metaforando e outras 40 pessoas curtiram um reel.,"metaforando.vitor
daivyhigrowth
e outras 40 pessoas curtiram seu
reel. 26 s","autoridade, prova social, engajamento",,0,,,
DEP-060,gallery,comunidade,pedro-diz-que-esse-romulo-e-diferenciado,,,,depoimentos-2026-ready/gallery/gallery_comunidade_pedro-diz-que-esse-romulo-e-diferenciado.png,59857EAA-6FD2-401D-96FC-D641C9FF9931.JPG,Pedro diz que “esse Rômulo é diferenciado” e lamenta vagas fechadas da turma.,"Pedro
Realmente pessoal
Esse Rômulo é diferenciado
Não fazia ideia de quem ele era
Uma pena que não posso mais
entrar na turma dele lá de 90 reais
mensal
Tem como entrar na turma dele?
Problema só é que fechou as vagas","autoridade, escassez, FOMO, desejo, prova social",,1,,,
DEP-061,gallery,comunidade,pessoa-agradece-a-humildade-do-romulo-co,,,,depoimentos-2026-ready/gallery/gallery_comunidade_pessoa-agradece-a-humildade-do-romulo-co.png,IMG_7172.PNG,"Pessoa agradece a humildade do Rômulo, contrastando com “intocáveis” do digital.","Obrigada romulo; gostei da sua
humildade cara; muito diferente
desses que são ""intocáveis
no
digital, mineiro é geste boa demais
kk","humildade, confiança, personalidade, gratidão",,0,,,
DEP-062,gallery,comunidade,r-529-investidos-vs-contrato-de-r-6,1,comp-b,comp08,depoimentos-2026-ready/gallery/gallery_comunidade_r-529-investidos-vs-contrato-de-r-6_comp-b_parte-1.png,IMG_3438.PNG,Grupo reforça autoridade (“Rômulo é O cara”) e presença de gente da V4.,,"autoridade, V4, social proof, comunidade, humor",,1,,,
DEP-063,gallery,comunidade,r-529-investidos-vs-contrato-de-r-6,1,comp-d,comp08,depoimentos-2026-ready/gallery/gallery_comunidade_r-529-investidos-vs-contrato-de-r-6_comp-d_parte-1.png,IMG_3440.PNG,Membros falam de dedicação extrema no atendimento (“psicopata” de trabalho).,"Comunidade Pódium: C.-
157
COMUNIDADE
PODIUM
22 online
Rodrigo Ozorio deseja entrar no grupo.
Analisar pedido
Rodrigo Ozorio entrou usando 0 link do
grupo
Cris
endo 0 processc
Você
21h. Acabei de enviar essa
Jorçamento/técr
mensagem em um grupo com um
rmos internamer
cliente.
Faço isso e ainda mais! Falo com
cliente em qualquer horário e todos
agradecem pela atenção e
me
cuidado
Mensagens não lidas: 2","atendimento, dedicação, comunidade, humor",,1,,,
DEP-064,gallery,comunidade,r-529-investidos-vs-contrato-de-r-6,2,comp-b,comp08,depoimentos-2026-ready/gallery/gallery_comunidade_r-529-investidos-vs-contrato-de-r-6_comp-b_parte-2.png,IMG_3438.PNG,Grupo reforça autoridade (“Rômulo é O cara”) e presença de gente da V4.,"Vinicius Nascimento
Rômulo me desbloqueou kkkk
huuuuuuuuuum kkkkkkkkkk
Agora ele é total flex","autoridade, V4, social proof, comunidade, humor",,1,,,
DEP-065,gallery,comunidade,r-529-investidos-vs-contrato-de-r-6,2,comp-d,comp08,depoimentos-2026-ready/gallery/gallery_comunidade_r-529-investidos-vs-contrato-de-r-6_comp-d_parte-2.png,IMG_3440.PNG,Membros falam de dedicação extrema no atendimento (“psicopata” de trabalho).,"Daniel
Se 0 cliente ve que vc esta
trabalhando mais que ele para a
empresa dele ele fica feliz kkk
ele sabe que vc também é um
""psicopata'
trabalhando
11","atendimento, dedicação, comunidade, humor",,1,,,
DEP-066,gallery,comunidade,r-529-investidos-vs-contrato-de-r-6,3,comp-b,comp08,depoimentos-2026-ready/gallery/gallery_comunidade_r-529-investidos-vs-contrato-de-r-6_comp-b_parte-3.png,IMG_3438.PNG,Grupo reforça autoridade (“Rômulo é O cara”) e presença de gente da V4.,"BRINCADEIRA
Ate gente da v4 tem aqui
Rômulo é 0 cara","autoridade, V4, social proof, comunidade, humor",,2,,,
DEP-067,gallery,comunidade,relato-de-procuracao-cadastrada-com-dono,,,,depoimentos-2026-ready/gallery/gallery_comunidade_relato-de-procuracao-cadastrada-com-dono.png,IMG_3937.PNG,Relato de procuração cadastrada com dono de indústria e avanço para R2.,"Rômulo; passando só pra te contar:
Procuração daquele cliente de hoje
de manhã cadastrada""! E das 2
empresas dele. Levamos no show
3x,
inclusive a reunião era pra
dele
ser às 10h hoje mas aconteceu só
as 11h e ele estava com MUITA
pressa.
Dava pra ver que era
ocupadíssimo; então foi bem
Dono de indústria né
desafiador.
kkk Ainda não é contrato fechado;
mas avançamos para a R2","R2, progresso, objeção, indústria, conquista",,0,,,
DEP-068,gallery,comunidade,seguidor-elogia-a-resiliencia-do-criador,,,,depoimentos-2026-ready/gallery/gallery_comunidade_seguidor-elogia-a-resiliencia-do-criador.png,IMG_7308.PNG,"Seguidor elogia a resiliência do criador (670 vídeos, 120 lives, 5k seguidores).","Cara acho muito louco; tu tem 670
vídeos postados 120 lives no
YouTube e ainda 5k de seguidores
irmão parabéns pela resiliência; e
para poucos","autoridade, consistência, YouTube, admiração",,0,,,
DEP-069,gallery,comunidade,vertinho-manda-figurinha-brincando-romul,1,,,depoimentos-2026-ready/gallery/gallery_comunidade_vertinho-manda-figurinha-brincando-romul_parte-1.png,IMG_2430.PNG,Vertinho manda figurinha brincando “Rômulo da Empresa Combustível” e recebe risadas.,,"humor, branding, comunidade, proximidade",,1,,,
DEP-070,gallery,comunidade,vertinho-manda-figurinha-brincando-romul,2,,,depoimentos-2026-ready/gallery/gallery_comunidade_vertinho-manda-figurinha-brincando-romul_parte-2.png,IMG_2430.PNG,Vertinho manda figurinha brincando “Rômulo da Empresa Combustível” e recebe risadas.,,"humor, branding, comunidade, proximidade",,1,,,
DEP-071,gallery,comunidade,vertinho-manda-figurinha-brincando-romul,3,,,depoimentos-2026-ready/gallery/gallery_comunidade_vertinho-manda-figurinha-brincando-romul_parte-3.png,IMG_2430.PNG,Vertinho manda figurinha brincando “Rômulo da Empresa Combustível” e recebe risadas.,,"humor, branding, comunidade, proximidade",,0,,,
DEP-072,gallery,comunidade,victor-diz-que-a-equipe-adorou-e-pede-o,,,,depoimentos-2026-ready/gallery/gallery_comunidade_victor-diz-que-a-equipe-adorou-e-pede-o.png,IMG_9207.PNG,Victor diz que a equipe adorou e pede o link da comunidade.,"Victor
Foi muito bom! Todos aqui
gostaram demais! Obrigado
Rômulo Freitas você ganhou
uma equipe que te admira!
Pessoal quer 0 link da comunidade
aqui!","equipe, admiração, demanda, comunidade, prova social",,0,,,
DEP-073,gallery,destravamento,alanis-almeida-diz-que-o-workshop-de-lig,,comp-b,comp03,depoimentos-2026-ready/gallery/gallery_destravamento_alanis-almeida-diz-que-o-workshop-de-lig_comp-b.png,IMG_0101.PNG,Continuação do mesmo depoimento: gratidão a @Rômulo Freitas e à troca da comunidade; fecha com “A palavra que eu tenho é gratidão”.,"Comunidade Pódium: .
112
COMUNIDADE
PODIUM
44 online
batfepapo que vira
funciona. É um
a chave para quem está no limbo
das ligações. Quem está com
receio de participar; eu digo
PARTICIPE! Porque ter pessoas
que estão na ativa e passando
pelas mesmas dificuldades faz
total diferença.
Teve choro, teve risada; teve
ligação e acima de tudo teve
destravamento.
Eu quero agradecer principalmente
Rômulo Freitas por dedicar
ao
tempo para ajudar pessoas
seu
que estão em um momento que ele
também passou; tornando possível
identificar as dificuldades e ajudar
passar por elas.
a
Obrigada à todos que estiveram na
reunião e me deram dicas para
evoluir; acredito que essa troca
ajuda muito principalmente quem
está iniciando.
palavra que eu tenho é gratidão.
A
Obrigada mesmo.
A","agradecimento, destravamento, prova_social, metodo_funcionou, comunidade",,0,,,
DEP-074,gallery,destravamento,aluno-agradece-pela-disciplina-de-estudo,,,,depoimentos-2026-ready/gallery/gallery_destravamento_aluno-agradece-pela-disciplina-de-estudo.png,IMG_4316.PNG,Aluno agradece pela disciplina de estudos e elogia as aulas que geram ideias.,"Obrigado Rômulo; estou criando
uma disciplina que eu achei que
teria, estou trabalhando
nunca
longe chego quase 18.30 tomo
banho e já vou estudar, estou a 2
semanas assim já
Tá incrível cada aula que assisto e
uma ideia nova surgindo","transformação, disciplina, gratidão, aulas",,0,,,
DEP-075,gallery,destravamento,aluno-conta-que-ficou-travado-2-anos-e-a,,,,depoimentos-2026-ready/gallery/gallery_destravamento_aluno-conta-que-ficou-travado-2-anos-e-a.png,IMG_7358.PNG,"Aluno conta que ficou travado 2 anos e, após o Rômulo, foca em 1 canal e sente que “está funcionando”.","Ac
Apollo
Ruan Pug
Uma coisa que 0 Rômulo falou que fez
bastante sentido; é a questão de ter
clareza sobre a nossa empresa.-
Ah cara esse ano tô focado no
feijão. Antes de conhecer 0
arroz e
Rômulo fiquei travado durante 2
anos-
Hoje, estou me sentindo mais leve.
Só que é assim. 1 canal de
prospecção
1,2 no máximo de solução que eu
entrego. Esse ano quero focar em
fazer uma base de clientes.
Etá funcionando
Aí lá para maio; quero começar a
produzir conteúdo massivo","transformação, foco, antes-depois, estratégia",destravamento,2,,,
DEP-076,gallery,destravamento,bruna-travada-para-7-leads,,,,depoimentos-2026-ready/gallery/gallery_destravamento_bruna-travada-para-7-leads.png,IMG_0849.PNG,"Bruna Moeller: de manhã “travadona”; à tarde ligou para 7 leads, falou com gatekeeper sem erro e celebra o avanço.","Bruna Moeller
Boa noite, Rômulo!
Só passando para te dizer isso:
Você é fera! Não só pela aula, que
é fenomenal inclusive; mas hoje
quero agradecer por nos
proporcionar um ambiente; uma
troca verdadeira; você pega tão
junto no workshop que incentiva
todo mundo da comunidade a fazer
mesmo! E é isso que tivemos na
sala de ligação hoje.
19.49
2
De manhã eu tava travadona. Fiz 1
ligação e errei demais com a
secretária kkk Mas de tarde tentei
ligar pra 7 leads no meio das
nossas conversas... Só de tentar
ligar já me tirou um enorme peso!
2 ligações foram atendidas e falei
com gatekepper sem fazer
cagada. Então; considerando que
é um processo; estou super feliz!
kkk
Éum baita avanco nra Bruna de","destravamento, superacao_medo, prospeccao_ativa, agradecimento, prova_social",destravamento; leads; ligacoes; workshop,0,,,
DEP-077,gallery,destravamento,destravei-o-que-havia-travado,1,comp-b,comp02,depoimentos-2026-ready/gallery/gallery_destravamento_destravei-o-que-havia-travado_comp-b_parte-1.png,IMG_7926.PNG,Otavio relata sair do “ciclo do perfeccionismo” (fazia script e não ligava) graças aos conteúdos do Rômulo.,"Comunidade Pódium: Con...
102
COMUNIDADE
PÓDIUM
47 online
Mundo Pódium
que é cada coisa
0
Otavio Lor
Você","perfeccionismo, ação, mentalidade, dor-comum, transformação",,1,,,
DEP-078,gallery,destravamento,destravei-o-que-havia-travado,2,comp-b,comp02,depoimentos-2026-ready/gallery/gallery_destravamento_destravei-o-que-havia-travado_comp-b_parte-2.png,IMG_7926.PNG,Otavio relata sair do “ciclo do perfeccionismo” (fazia script e não ligava) graças aos conteúdos do Rômulo.,"Você
Poooooo
Tu foi uma luz nesse processo
Tava desanimadasso; fazia script,
eu até trocava 0 script sem ligar;
sem testar com nenhuma empresa,
tava no ""ciclo do perfeccionismo""
se não tivesse perfeito eu não
começaria nada; criei listas e não
fiz uma ligação
Até que comecei a acompanhar os
conteúdos, eu entendi que
cenário não precisa ser perfeito pra
dar certo; na verdade 0 cenário só
precisa existir; jogador nenhum é
visto como ""bom jogador"" se
nunca pisou no Campo; não é?
Rômulo mostrou isso; acredito que
pra todos aqui","perfeccionismo, ação, mentalidade, dor-comum, transformação",,0,,,
DEP-079,gallery,destravamento,frustracao-com-metas-procrastinacao-em-p,1,,,depoimentos-2026-ready/gallery/gallery_destravamento_frustracao-com-metas-procrastinacao-em-p_parte-1.png,IMG_7924.PNG,"Otavio Lopes inicia depoimento longo: frustração com metas, procrastinação em prospecção e busca por quem “entra em campo”.","Comunidade Pódium: Con..
103
COMUNIDADE
Affonso Sim, Ana Carolina, André N.
PÓDIUM
Mundo Pódium
que é cada coisa
0
Mensagem não lida:","transformação, prospecção, prática-vs-teoria, depoimento-longo",,1,,,
DEP-080,gallery,destravamento,frustracao-com-metas-procrastinacao-em-p,2,,,depoimentos-2026-ready/gallery/gallery_destravamento_frustracao-com-metas-procrastinacao-em-p_parte-2.png,IMG_7924.PNG,"Otavio Lopes inicia depoimento longo: frustração com metas, procrastinação em prospecção e busca por quem “entra em campo”.","Otavio Lor
Murilo Xa
Galera; 0 que muda na nossa vida são
pequenas decisões que tomamos.
Decisão pelo workshop foi a decisão cert.
Rômulo é fera; conheci 0 trabalho
dele quando tava me sentindo
frustrado por não chegar nem no
1% das metas traçadas e por que
estava postergando demais em
prospecções, queria um tipo de
conteúdo de alguém que entra em
campo pra depois ensinar; 80%
dos que tem por aí na internet; só
ensina a teoria que nem eles
acreditam; nunca entram no jogo; é
típica frase ""técnico não joga"" só
a
que em vendas não funciona assim
Aí pesquisando e procurando pela
internet; achei 0 canal da
combustível","transformação, prospecção, prática-vs-teoria, depoimento-longo",workshop,2,,,
DEP-081,gallery,destravamento,lawria-melo-agradece-e-diz-que-conselhos,,,,depoimentos-2026-ready/gallery/gallery_destravamento_lawria-melo-agradece-e-diz-que-conselhos.png,IMG_2870.PNG,Lawria Melo agradece e diz que conselhos/transformação vão além dos negócios (Elite/Escuderia).,"Lawria Melo
Você
Um agradecimento em especial aos
mentorados da Elite e da Escuderia, que
estão alcançando um patamar mais profu.
Gratidão; mestre!
Estamos levando cada conselho e
cada transformação para além dos
negócios","gratidão, transformação pessoal, mentoria",mentoria,0,,,
DEP-082,gallery,destravamento,mensagem-parabeniza-por-ter-comprado-o-a,,,,depoimentos-2026-ready/gallery/gallery_destravamento_mensagem-parabeniza-por-ter-comprado-o-a.png,IMG_0629.PNG,"Mensagem parabeniza por ter “comprado o ativo mais valioso, o tempo”, sem desperdiçar mais a vida.","Você comprou seu ativo mais
valioso; 0 tempo; e assim você não
desperdiça mais a vida, parabéns
fera","mindset, agradecimento, prova_social",,0,,,
DEP-083,gallery,destravamento,michael-descreve-as-salas-com-romulo-com,,,,depoimentos-2026-ready/gallery/gallery_destravamento_michael-descreve-as-salas-com-romulo-com.png,IMG_9925.PNG,Michael descreve as salas com Rômulo como terapia contra ansiedade e o elogia como mentor.,"Michael
Falar a verdade, não sei vocês mas
estar numa sala com a galera e 0
Rômulo como professor tem sido
uma terapia pra mim. Acalma muito
a minha ansiedade. Meus parceiros
aí puxam dúvidas que muitas vezes
tbm são minhas. E essa troca que
temos de informações e bom
demais. Me sinto mais focado
quando tô de duas a três vezes
reunido com vocês galera
Parabéns @Rômulo Freitas tem
sido um mentor; um psicólogo em
algumas ligações kkk TU não e um
pai e ""meu prefetchu""","mentoria, ansiedade, comunidade, foco, vínculo emocional",mentoria,0,,,
DEP-084,gallery,destravamento,motivacao-mentoria-mindset-prova-social,1,,,depoimentos-2026-ready/gallery/gallery_destravamento_motivacao-mentoria-mindset-prova-social_parte-1.png,IMG_4253.PNG,Aluna compartilha print da mentoria em grupo e reflexão sobre preparação e oportunidade.,"Alanis Aln
P SoD Podium
Cuinla da Plalalotmna","motivação, mentoria, mindset, prova social, comunidade",mentoria,1,,,
DEP-085,gallery,destravamento,motivacao-mentoria-mindset-prova-social,2,,,depoimentos-2026-ready/gallery/gallery_destravamento_motivacao-mentoria-mindset-prova-social_parte-2.png,IMG_4253.PNG,Aluna compartilha print da mentoria em grupo e reflexão sobre preparação e oportunidade.,"RO
MJ
Galera, a vida é feita de momentos
oportunidades.
e
Sorte é 0 encontro da
oportunidade com a preparação.
Se você não se esforça para
adquirir conhecimento; quando a
oportunidade chegar você fica pra
trás.
A","motivação, mentoria, mindset, prova social, comunidade",mentoria,0,,,
DEP-086,gallery,destravamento,ruan-pugas-diz-que-a-clareza-sobre-a-emp,,,,depoimentos-2026-ready/gallery/gallery_destravamento_ruan-pugas-diz-que-a-clareza-sobre-a-emp.png,IMG_7357.PNG,Ruan Pugas diz que a clareza sobre a empresa ensinada pelo Rômulo reduziu travamentos e ansiedade.,"Ruan Puga
Uma coisa que 0 Romulo talou que
fez bastante sentido; é a questão
de ter clareza sobre a nossa
empresa.
Isso me travava muito. Não ter na
cabeça uma caixinha com
sua
todas as suas soluções, gera muita
ansiedade
Editada 09.55","clareza, mentalidade, mentoria, alívio",,1,,,
DEP-087,gallery,destravamento,se-nao-fosse-voce-eu-nao-teria-chegado-o,1,,,depoimentos-2026-ready/gallery/gallery_destravamento_se-nao-fosse-voce-eu-nao-teria-chegado-o_parte-1.png,42159901-53B3-4E4A-9E2C-65DE109A03DB.PNG,Vinicius Nascimento agradece o mentor Rômulo: “se não fosse você eu não teria chegado onde estou”.,"Comunidade Pódium: C..
164
COMUNIDADE
PODIUM
18 online
Vinicius Nascimento
Parabéns meu amigo e mentor
Rômulo; que Deus abençoe
grandemente sua vida, eu sempre
falo e repito se não fosse você eu
não teria chegado onde estou;
você além de ter todo
conhecimento sabe também
passar isso; todo sucesso do
mundo pra ti meu amigo","mentoria, gratidão, transformação, autoridade, comunidade",mentoria,0,,,
DEP-088,gallery,destravamento,se-nao-fosse-voce-eu-nao-teria-chegado-o,2,,,depoimentos-2026-ready/gallery/gallery_destravamento_se-nao-fosse-voce-eu-nao-teria-chegado-o_parte-2.png,42159901-53B3-4E4A-9E2C-65DE109A03DB.PNG,Vinicius Nascimento agradece o mentor Rômulo: “se não fosse você eu não teria chegado onde estou”.,"Felipe Wdl9
Rapaz vocês esqueceram mesmo
Felipe Wdl9
e faz 0 L
Meus amigos'! Muito obrigado
pela lembrança'!! Fico feliz que
esteja ajudando vocês!!","mentoria, gratidão, transformação, autoridade, comunidade",mentoria,0,,,
DEP-089,gallery,metodo,compara-disparo-whatsapp-e-mail-fracos-v,,comp-a,comp04,depoimentos-2026-ready/gallery/gallery_metodo_compara-disparo-whatsapp-e-mail-fracos-v_comp-a.png,IMG_4185.PNG,Compara disparo/WhatsApp/e-mail fracos vs cold call que “muda bem”.,"Disparo em massa e
prospecção apenas
por mensagem é um desafio, você deixa na
opção de te responder;_
mão do cliente a
Eu tentei, com 3 números de
telefone, por que decidi testar 3
modelos de abordagem e contexto;
teve um que se saiu muito bem
Mas de qualquer maneira; é muito
disparo pra pouco resultado; são
10 pra 3 responderem só bom
dia,
e uns dois se interessarem
restante ficam várias mensagens
que eu mandei sem resposta
alguma; tipo falar com as paredes
Também fiz por email, a taxa de
abertura é quase zero","cold call, validação de método, anti-disparo, prospecção",cold_call,0,,,
DEP-090,gallery,metodo,compara-disparo-whatsapp-e-mail-fracos-v,,comp-c,comp04,depoimentos-2026-ready/gallery/gallery_metodo_compara-disparo-whatsapp-e-mail-fracos-v_comp-c.png,IMG_4187.PNG,"Gilson admite: outros canais ajudam, mas cold call é o caminho.","Gilson Cas
Eu acho válido como ""mais um
ponto de contato"" . Mas não tem
jeito; cold call é
caminho kkkk
Eu relutei um tempo até aceitar","cold call, quebra de objeção, aceitação, peer proof",cold_call,1,,,
DEP-091,gallery,metodo,compara-disparo-whatsapp-e-mail-fracos-v,,comp-d,comp04,depoimentos-2026-ready/gallery/gallery_metodo_compara-disparo-whatsapp-e-mail-fracos-v_comp-d.png,IMG_4188.PNG,"Otavio confirma que fugiu de cold call, mas WhatsApp não gera autoridade.","Gilson Ca
Eu acho válido como ""mais um ponto de
Mas não tem jeito, cold call é 0
contato""
caminho kkkk
Eu também, arrumei diversas
maneiras de fugir de cold calls,
mas não tem jeito
WhasApp além de ser fraco
É quase impossível passar
autoridade mandando 20
mensagens pra ter 1 resposta
Pra mim whatsapp funcionou bem
quando mandei tipo assim
Mensagem de boa tarde ou bom
dia
Me apresentando","cold call, autoridade, anti-WhatsApp, peer validation",cold_call,2,,,
DEP-092,gallery,metodo,elogia-aula-de-prospeccao-no-youtube-com,,,,depoimentos-2026-ready/gallery/gallery_metodo_elogia-aula-de-prospeccao-no-youtube-com.png,IMG_6738.PNG,"Elogia aula de prospecção no YouTube, comunicação e follow-ups 1–4.","Rapaz; assistindo a aula de
prospecção no YouTube aqui!
Que sabedoria para conduzir a
conversa cara, que comunicação
top!
Ea parte de fazer 1,2,3,4 follow-
ups é uma resiliência absurda! Que
Rômulo
qualidade; mestre
Freitas","prospecção, follow-up, comunicação, YouTube",,0,,,
DEP-093,gallery,metodo,lead-diz-que-o-conteudo-free-abriu-a-men,,,,depoimentos-2026-ready/gallery/gallery_metodo_lead-diz-que-o-conteudo-free-abriu-a-men.png,IMG_6211.PNG,Lead diz que o conteúdo free abriu a mente em 5 dias e quer aumentar prospecção.,"noirsolutio
Conversa comercial
Saiba mais sobre as conversas comerciais
Ver perfil
14.45
Fala mano, Bão?
Tenho poucos clientes ainda, minha
captação e no porta a porta, tô
iniciando querendo fazer caixa e sair
da CLT. Vc tem algum treinamento
de processos um passo a passo??
Teus conteúdos são muitos bons no
Free, cheguei a ver teu site mas
fiquei na dúvida se era pra mim
aquela aula que daria foi um valor
bem acessível
Em 5 dias se não me engano com
0
que vc mostrou no seu perfil abriu
muito a minha mente e tô com
sangue no olho pra aumentar os
prospecção
números de
Aceitar solicitação de contato de noirsolutio
(noirsolutio)?
Se você aceitar, as pessoas também poderão ligar para você
informações como seu status de atividade e quando
ver
você leu as mensagens.","prospecção, conteúdo free, desejo de compra, CLT→próprio",,0,,,
